Nutrient group,Variable,Value,Commodity
Iron (mg) - Total population - Adults age 20–64,Away from home-Other-2017–18,0.74,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Iron (mg) - Total population - Seniors age 65 and above,Away from home-Other-2017–18,0.74,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Iron (mg) - Total population - Household income < 185% poverty line,Away from home-Other-2017–18,0.75,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Iron (mg) - Total population - Household income 185–300% poverty line,Away from home-Other-2017–18,0.58,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Iron (mg) - Total population - Household income > 300% poverty line,Away from home-Other-2017–18,0.79,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Saturated fat (g) - Total population,Away from home-Other-2017–18,1.80,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Saturated fat (g) - Total population - Children age 2–19,Away from home-Other-2017–18,1.83,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Saturated fat (g) - Total population - Adults age 20–64,Away from home-Other-2017–18,1.80,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Saturated fat (g) - Total population - Seniors age 65 and above,Away from home-Other-2017–18,1.75,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Saturated fat (g) - Total population - Household income < 185% poverty line,Away from home-Other-2017–18,1.84,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Saturated fat (g) - Total population - Household income 185–300% poverty line,Away from home-Other-2017–18,1.31,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Saturated fat (g) - Total population - Household income > 300% poverty line,Away from home-Other-2017–18,1.94,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g) - Total population,Away from home-Other-2017–18,5.43,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g) - Total population - Children age 2–19,Away from home-Other-2017–18,5.06,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g) - Total population - Adults age 20–64,Away from home-Other-2017–18,5.57,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g) - Total population - Seniors age 65 and above,Away from home-Other-2017–18,5.48,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g) - Total population - Household income < 185% poverty line,Away from home-Other-2017–18,5.48,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g) - Total population - Household income 185–300% poverty line,Away from home-Other-2017–18,3.86,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g) - Total population - Household income > 300% poverty line,Away from home-Other-2017–18,5.96,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Sodium (mg) - Total population,Away from home-Other-2017–18,218.68,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Sodium (mg) - Total population - Children age 2–19,Away from home-Other-2017–18,187.68,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Sodium (mg) - Total population - Adults age 20–64,Away from home-Other-2017–18,233.03,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Sodium (mg) - Total population - Seniors age 65 and above,Away from home-Other-2017–18,210.37,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Sodium (mg) - Total population - Household income < 185% poverty line,Away from home-Other-2017–18,218.74,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Sodium (mg) - Total population - Household income 185–300% poverty line,Away from home-Other-2017–18,160.53,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Sodium (mg) - Total population - Household income > 300% poverty line,Away from home-Other-2017–18,239.56,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
