Commodity,Year,Attribute,Value
Refined cane and beet sugar: Per capita availability adjusted for loss,1995,Loss at consumer level-Nonedible share-Percent,0
Refined cane and beet sugar: Per capita availability adjusted for loss,1996,Loss at consumer level-Nonedible share-Percent,0
Refined cane and beet sugar: Per capita availability adjusted for loss,1997,Loss at consumer level-Nonedible share-Percent,0
Refined cane and beet sugar: Per capita availability adjusted for loss,1998,Loss at consumer level-Nonedible share-Percent,0
Refined cane and beet sugar: Per capita availability adjusted for loss,1999,Loss at consumer level-Nonedible share-Percent,0
Refined cane and beet sugar: Per capita availability adjusted for loss,2000,Loss at consumer level-Nonedible share-Percent,0
Refined cane and beet sugar: Per capita availability adjusted for loss,2001,Loss at consumer level-Nonedible share-Percent,0
Refined cane and beet sugar: Per capita availability adjusted for loss,2002,Loss at consumer level-Nonedible share-Percent,0
Refined cane and beet sugar: Per capita availability adjusted for loss,2003,Loss at consumer level-Nonedible share-Percent,0
Refined cane and beet sugar: Per capita availability adjusted for loss,2004,Loss at consumer level-Nonedible share-Percent,0
Refined cane and beet sugar: Per capita availability adjusted for loss,2005,Loss at consumer level-Nonedible share-Percent,0
Refined cane and beet sugar: Per capita availability adjusted for loss,2006,Loss at consumer level-Nonedible share-Percent,0
Refined cane and beet sugar: Per capita availability adjusted for loss,2007,Loss at consumer level-Nonedible share-Percent,0
Refined cane and beet sugar: Per capita availability adjusted for loss,2008,Loss at consumer level-Nonedible share-Percent,0
Refined cane and beet sugar: Per capita availability adjusted for loss,2009,Loss at consumer level-Nonedible share-Percent,0
Refined cane and beet sugar: Per capita availability adjusted for loss,2010,Loss at consumer level-Nonedible share-Percent,0
Refined cane and beet sugar: Per capita availability adjusted for loss,2011,Loss at consumer level-Nonedible share-Percent,0
Refined cane and beet sugar: Per capita availability adjusted for loss,2012,Loss at consumer level-Nonedible share-Percent,0
Refined cane and beet sugar: Per capita availability adjusted for loss,2013,Loss at consumer level-Nonedible share-Percent,0
Refined cane and beet sugar: Per capita availability adjusted for loss,2014,Loss at consumer level-Nonedible share-Percent,0
Refined cane and beet sugar: Per capita availability adjusted for loss,2015,Loss at consumer level-Nonedible share-Percent,0
Refined cane and beet sugar: Per capita availability adjusted for loss,2016,Loss at consumer level-Nonedible share-Percent,0
Refined cane and beet sugar: Per capita availability adjusted for loss,2017,Loss at consumer level-Nonedible share-Percent,0
Refined cane and beet sugar: Per capita availability adjusted for loss,2018,Loss at consumer level-Nonedible share-Percent,0
Refined cane and beet sugar: Per capita availability adjusted for loss,2019,Loss at consumer level-Nonedible share-Percent,0
Refined cane and beet sugar: Per capita availability adjusted for loss,2020,Loss at consumer level-Nonedible share-Percent,0
Refined cane and beet sugar: Per capita availability adjusted for loss,2021,Loss at consumer level-Nonedible share-Percent,0
Refined cane and beet sugar: Per capita availability adjusted for loss,1970,Loss at consumer level-Edible weight-Lbs/year,90.56348779
Refined cane and beet sugar: Per capita availability adjusted for loss,1971,Loss at consumer level-Edible weight-Lbs/year,90.88365487
Refined cane and beet sugar: Per capita availability adjusted for loss,1972,Loss at consumer level-Edible weight-Lbs/year,91.04134883
Refined cane and beet sugar: Per capita availability adjusted for loss,1973,Loss at consumer level-Edible weight-Lbs/year,89.72119623
Refined cane and beet sugar: Per capita availability adjusted for loss,1974,Loss at consumer level-Edible weight-Lbs/year,85.14018954
Refined cane and beet sugar: Per capita availability adjusted for loss,1975,Loss at consumer level-Edible weight-Lbs/year,79.35207893
Refined cane and beet sugar: Per capita availability adjusted for loss,1976,Loss at consumer level-Edible weight-Lbs/year,83.11080983
Refined cane and beet sugar: Per capita availability adjusted for loss,1977,Loss at consumer level-Edible weight-Lbs/year,83.83509283
Refined cane and beet sugar: Per capita availability adjusted for loss,1978,Loss at consumer level-Edible weight-Lbs/year,81.38199436
Refined cane and beet sugar: Per capita availability adjusted for loss,1979,Loss at consumer level-Edible weight-Lbs/year,79.50571584
Refined cane and beet sugar: Per capita availability adjusted for loss,1980,Loss at consumer level-Edible weight-Lbs/year,74.43122539
Refined cane and beet sugar: Per capita availability adjusted for loss,1981,Loss at consumer level-Edible weight-Lbs/year,70.66798416
Refined cane and beet sugar: Per capita availability adjusted for loss,1982,Loss at consumer level-Edible weight-Lbs/year,65.57826408
Refined cane and beet sugar: Per capita availability adjusted for loss,1983,Loss at consumer level-Edible weight-Lbs/year,62.56413574
Refined cane and beet sugar: Per capita availability adjusted for loss,1984,Loss at consumer level-Edible weight-Lbs/year,59.32104869
Refined cane and beet sugar: Per capita availability adjusted for loss,1985,Loss at consumer level-Edible weight-Lbs/year,55.82935039
Refined cane and beet sugar: Per capita availability adjusted for loss,1986,Loss at consumer level-Edible weight-Lbs/year,53.4421876
Refined cane and beet sugar: Per capita availability adjusted for loss,1987,Loss at consumer level-Edible weight-Lbs/year,55.51703024
Refined cane and beet sugar: Per capita availability adjusted for loss,1988,Loss at consumer level-Edible weight-Lbs/year,55.2387518
Refined cane and beet sugar: Per capita availability adjusted for loss,1989,Loss at consumer level-Edible weight-Lbs/year,55.85032401
Refined cane and beet sugar: Per capita availability adjusted for loss,1990,Loss at consumer level-Edible weight-Lbs/year,57.29572916
Refined cane and beet sugar: Per capita availability adjusted for loss,1991,Loss at consumer level-Edible weight-Lbs/year,56.58199708
Refined cane and beet sugar: Per capita availability adjusted for loss,1992,Loss at consumer level-Edible weight-Lbs/year,57.1539416
Refined cane and beet sugar: Per capita availability adjusted for loss,1993,Loss at consumer level-Edible weight-Lbs/year,56.79936123
Refined cane and beet sugar: Per capita availability adjusted for loss,1994,Loss at consumer level-Edible weight-Lbs/year,57.28666958
Refined cane and beet sugar: Per capita availability adjusted for loss,1995,Loss at consumer level-Edible weight-Lbs/year,57.77884153
Refined cane and beet sugar: Per capita availability adjusted for loss,1996,Loss at consumer level-Edible weight-Lbs/year,57.87004614
Refined cane and beet sugar: Per capita availability adjusted for loss,1997,Loss at consumer level-Edible weight-Lbs/year,57.74194859
Refined cane and beet sugar: Per capita availability adjusted for loss,1998,Loss at consumer level-Edible weight-Lbs/year,57.78785657
Refined cane and beet sugar: Per capita availability adjusted for loss,1999,Loss at consumer level-Edible weight-Lbs/year,58.99796381
Refined cane and beet sugar: Per capita availability adjusted for loss,2000,Loss at consumer level-Edible weight-Lbs/year,58.3177077
Refined cane and beet sugar: Per capita availability adjusted for loss,2001,Loss at consumer level-Edible weight-Lbs/year,57.36702204
Refined cane and beet sugar: Per capita availability adjusted for loss,2002,Loss at consumer level-Edible weight-Lbs/year,56.25213458
Refined cane and beet sugar: Per capita availability adjusted for loss,2003,Loss at consumer level-Edible weight-Lbs/year,54.15619883
Refined cane and beet sugar: Per capita availability adjusted for loss,2004,Loss at consumer level-Edible weight-Lbs/year,54.76415816
Refined cane and beet sugar: Per capita availability adjusted for loss,2005,Loss at consumer level-Edible weight-Lbs/year,56.03385544
Refined cane and beet sugar: Per capita availability adjusted for loss,2006,Loss at consumer level-Edible weight-Lbs/year,55.28191664
Refined cane and beet sugar: Per capita availability adjusted for loss,2007,Loss at consumer level-Edible weight-Lbs/year,54.40026127
Refined cane and beet sugar: Per capita availability adjusted for loss,2008,Loss at consumer level-Edible weight-Lbs/year,57.88095522
Refined cane and beet sugar: Per capita availability adjusted for loss,2009,Loss at consumer level-Edible weight-Lbs/year,56.39290136
Refined cane and beet sugar: Per capita availability adjusted for loss,2010,Loss at consumer level-Edible weight-Lbs/year,58.66439005
Refined cane and beet sugar: Per capita availability adjusted for loss,2011,Loss at consumer level-Edible weight-Lbs/year,58.63194223
Refined cane and beet sugar: Per capita availability adjusted for loss,2012,Loss at consumer level-Edible weight-Lbs/year,59.29858783
Refined cane and beet sugar: Per capita availability adjusted for loss,2013,Loss at consumer level-Edible weight-Lbs/year,60.517217
Refined cane and beet sugar: Per capita availability adjusted for loss,2014,Loss at consumer level-Edible weight-Lbs/year,60.90301518
Refined cane and beet sugar: Per capita availability adjusted for loss,2015,Loss at consumer level-Edible weight-Lbs/year,61.62228698
Refined cane and beet sugar: Per capita availability adjusted for loss,2016,Loss at consumer level-Edible weight-Lbs/year,62.12107529
Refined cane and beet sugar: Per capita availability adjusted for loss,2017,Loss at consumer level-Edible weight-Lbs/year,61.64463856
Refined cane and beet sugar: Per capita availability adjusted for loss,2018,Loss at consumer level-Edible weight-Lbs/year,61.11078465
Refined cane and beet sugar: Per capita availability adjusted for loss,2019,Loss at consumer level-Edible weight-Lbs/year,60.90937545
Refined cane and beet sugar: Per capita availability adjusted for loss,2020,Loss at consumer level-Edible weight-Lbs/year,61.21248907
Refined cane and beet sugar: Per capita availability adjusted for loss,2021,Loss at consumer level-Edible weight-Lbs/year,62.07184265
Refined cane and beet sugar: Per capita availability adjusted for loss,1970,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
Refined cane and beet sugar: Per capita availability adjusted for loss,1971,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
Refined cane and beet sugar: Per capita availability adjusted for loss,1972,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
Refined cane and beet sugar: Per capita availability adjusted for loss,1973,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
Refined cane and beet sugar: Per capita availability adjusted for loss,1974,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
